Product ID,Type,Air temperature [C],Process temperature [C],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,Failure type
M18339,M,28.65,37.65,1619,31,76,0,NOT
L50660,L,28.75,37.65,1400,58.2,79,0,NOT
L50661,L,28.85,37.75,1663,31.5,81,0,NOT
L50662,L,28.75,37.65,1540,37.6,83,0,NOT
H32897,H,28.75,37.65,1455,42.7,85,0,NOT
L50664,L,28.75,37.65,1519,39,90,0,NOT
L50665,L,28.75,37.65,1427,47.7,92,0,NOT
L50666,L,28.75,37.65,1650,29.8,94,0,NOT
M18347,M,28.65,37.65,1508,38.8,96,0,NOT
L50668,L,28.75,37.75,1379,54.8,99,0,NOT
L50669,L,28.75,37.75,1542,36.7,101,0,NOT
M18350,M,28.75,37.75,1763,28.4,103,0,NOT
H32905,H,28.75,37.75,1590,34.3,106,0,NOT
H32906,H,28.75,37.85,1336,63.6,111,0,NOT
M18353,M,28.75,37.85,1638,35.4,116,0,NOT
L50674,L,28.75,37.85,1356,45.7,119,0,NOT
M18355,M,28.75,37.85,1384,47.4,121,0,NOT
L50676,L,28.75,37.75,1309,48,124,0,NOT
L50677,L,28.75,37.85,1642,33.1,126,0,NOT
L50678,L,28.75,37.85,1289,54.9,128,0,NOT
L50679,L,28.75,37.85,1353,43.8,130,0,NOT
H32914,H,28.75,37.85,1871,26,132,0,NOT
H32915,H,28.75,37.85,1291,63.6,137,0,NOT
M18362,M,28.65,37.75,1346,44.6,142,0,NOT
L50683,L,28.55,37.65,1493,47.6,145,0,NOT
M18364,M,28.55,37.65,1524,41.3,147,0,NOT
L50685,L,28.45,37.65,1726,26.7,150,0,NOT
H32920,H,28.45,37.65,1435,47.2,152,0,NOT
M18367,M,28.55,37.65,1502,34.4,157,0,NOT
L50688,L,28.55,37.75,1608,33,160,0,NOT
L50689,L,28.65,37.85,1771,27.2,162,0,NOT
L50690,L,28.55,37.85,1474,42.6,164,0,NOT
L50691,L,28.65,37.85,1322,53,166,0,NOT
M18372,M,28.65,37.85,1393,49.5,168,0,NOT
M18373,M,28.75,37.95,1417,52.5,171,0,NOT
H32928,H,28.75,37.85,1430,49.8,174,0,NOT
M18375,M,28.75,37.95,1605,40,179,0,NOT
L50696,L,28.85,37.95,1402,47.8,182,0,NOT
L50697,L,28.85,37.85,1550,35.2,184,0,NOT
L50698,L,28.75,37.85,1376,44.9,186,0,NOT
M18379,M,28.75,37.75,1569,32.5,188,0,NOT
L50700,L,28.75,37.85,1669,32.2,191,0,NOT
L50701,L,28.75,37.85,1541,38.9,193,0,NOT
L50702,L,28.65,37.85,1651,32.5,195,0,NOT
L50703,L,28.65,37.75,1521,39.3,197,0,NOT
M18384,M,28.65,37.65,1365,48.2,199,0,NOT
L50705,L,28.65,37.75,1609,31.7,202,0,NOT
H32940,H,28.65,37.65,1470,37.6,204,0,NOT
M18387,M,28.75,37.75,1573,38.9,209,0,NOT
L50708,L,28.85,37.75,1378,53.1,212,1,OSF
L50709,L,28.75,37.75,1567,39,214,1,TWF
M18390,M,28.75,37.75,1441,43.7,0,0,NOT
M18391,M,28.75,37.75,1641,33.2,3,0,NOT
L50712,L,28.75,37.75,1486,40.3,6,0,NOT
L50713,L,28.85,37.85,1563,36.2,8,0,NOT
M18394,M,28.85,37.95,1769,26,10,0,NOT
H32949,H,28.75,37.85,1672,29.9,13,0,NOT
L50716,L,28.85,37.85,1632,34.2,18,0,NOT
M18397,M,28.85,37.85,1980,21.5,20,0,NOT
L50718,L,28.85,37.95,1635,36,23,0,NOT
L50719,L,28.85,37.85,1686,32.5,25,0,NOT
L50720,L,28.75,37.75,1574,31.4,27,0,NOT
L50721,L,28.65,37.65,1546,43.4,29,0,NOT
L50722,L,28.65,37.75,1899,24.7,31,0,NOT
L50723,L,28.65,37.75,1449,36.5,33,0,NOT
M18404,M,28.75,37.75,1483,37,35,0,NOT
L50725,L,28.65,37.65,1576,38.6,38,0,NOT
M18406,M,28.75,37.75,1317,51.9,40,0,NOT
M18407,M,28.75,37.85,1467,48.1,43,0,NOT
L50728,L,28.75,37.75,1616,34.5,46,0,NOT
M18409,M,28.65,37.75,1299,60.4,48,0,NOT
M18410,M,28.75,37.85,1432,41.5,51,0,NOT
L50731,L,28.75,37.75,1799,24.2,54,0,NOT
M18412,M,28.65,37.75,1358,52.3,56,0,NOT
M18413,M,28.65,37.65,1618,37.8,59,0,NOT
L50734,L,28.75,37.65,1525,43.2,62,0,NOT
L50735,L,28.65,37.55,1551,37.7,64,0,NOT
L50736,L,28.75,37.65,1735,31.5,66,0,NOT
M18417,M,28.65,37.55,1309,43.3,68,0,NOT
L50738,L,28.55,37.45,1743,26.2,71,0,NOT
M18419,M,28.55,37.55,1659,29.9,73,0,NOT
L50740,L,28.65,37.55,1680,32.4,76,0,NOT
L50741,L,28.55,37.45,1486,38.5,78,0,NOT
L50742,L,28.55,37.45,1471,43.8,80,0,NOT
M18423,M,28.65,37.55,1465,35.8,82,0,NOT
M18424,M,28.55,37.45,1492,42.2,85,0,NOT
M18425,M,28.65,37.55,1420,52,88,0,NOT
L50746,L,28.65,37.45,1295,62.3,91,0,NOT
L50747,L,28.65,37.35,1548,34.1,93,0,NOT
L50748,L,28.65,37.45,1372,54.7,95,0,NOT
M18429,M,28.65,37.45,1552,35.9,97,0,NOT
H32984,H,28.65,37.45,1441,46.3,100,0,NOT
M18431,M,28.55,37.45,1691,27.7,105,0,NOT
L50752,L,28.65,37.45,1451,50.7,108,0,NOT
L50753,L,28.65,37.45,1452,48.4,110,0,NOT
L50754,L,28.55,37.45,1406,46,112,0,NOT
L50755,L,28.55,37.35,1567,39.1,114,0,NOT
L50756,L,28.45,37.25,1599,41.7,116,0,NOT
M18437,M,28.45,37.25,1455,39,118,0,NOT
M18438,M,28.55,37.35,1625,35.9,121,0,NOT
L50759,L,28.65,37.45,2672,11.8,124,1,PWF
L50760,L,28.65,37.45,1650,31.9,126,0,NOT
M18441,M,28.65,37.45,1459,40.2,128,0,NOT
L50762,L,28.65,37.45,1395,50.5,131,0,NOT
L50763,L,28.65,37.55,1751,29.3,133,0,NOT
L50764,L,28.65,37.45,1192,68.9,135,0,NOT
L50765,L,28.75,37.55,1947,25,137,0,NOT
L50766,L,28.65,37.35,1593,34.9,139,0,NOT
H33001,H,28.65,37.35,1478,38.6,141,0,NOT
M18448,M,28.55,37.45,1505,44.5,146,0,NOT
L50769,L,28.55,37.35,2465,13.7,149,0,NOT
L50770,L,28.65,37.45,1403,46.8,151,0,NOT
M18451,M,28.55,37.35,1458,41.4,153,0,NOT
H33006,H,28.45,37.25,1369,45.4,156,0,NOT
M18453,M,28.45,37.25,1377,44.9,161,0,NOT
M18454,M,28.45,37.25,1452,45.7,164,0,NOT
L50775,L,28.45,37.25,1517,41.1,167,0,NOT
L50776,L,28.55,37.35,1354,50,169,0,NOT
M18457,M,28.55,37.35,1724,33,171,0,NOT
L50778,L,28.55,37.35,1399,53.2,174,0,NOT
H33013,H,28.55,37.35,1388,50.5,176,0,NOT
L50780,L,28.55,37.35,1523,34.7,181,0,NOT
L50781,L,28.55,37.35,1377,43.1,183,0,NOT
M18462,M,28.55,37.45,1417,45.2,185,0,NOT
L50783,L,28.55,37.55,1542,40,188,0,NOT
L50784,L,28.65,37.65,1557,33.3,190,0,NOT
L50785,L,28.55,37.55,1641,31.9,192,0,NOT
L50786,L,28.55,37.55,1318,55,194,0,NOT
L50787,L,28.45,37.55,1638,33.8,196,0,NOT
M18468,M,28.55,37.65,1954,21.6,198,0,NOT
M18469,M,28.55,37.75,1644,32.5,201,0,NOT
M18470,M,28.55,37.65,1594,32.4,204,0,NOT
L50792,L,28.55,37.65,1622,37.8,0,0,NOT
L50793,L,28.55,37.75,1557,39.4,2,0,NOT
L50794,L,28.65,37.85,1606,33.3,4,0,NOT
M18475,M,28.65,37.95,1647,31.6,6,0,NOT
M18476,M,28.65,37.95,1413,42.2,9,0,NOT
L50797,L,28.65,37.85,1529,41.6,12,0,NOT
L50798,L,28.75,37.95,1448,46.3,14,0,NOT
L50799,L,28.75,38.05,1435,44.2,16,0,NOT
H33034,H,28.75,38.05,1474,41.8,18,0,NOT
L50801,L,28.75,38.05,1657,29.1,23,0,NOT
L50802,L,28.85,38.15,1509,39.9,25,0,NOT
M18483,M,28.85,38.15,1530,36.4,27,0,NOT
M18484,M,28.85,38.25,1587,35.9,30,0,NOT
M18485,M,28.95,38.25,1467,43.4,33,0,NOT
M18486,M,29.05,38.35,1360,53,36,0,NOT
L50807,L,29.05,38.35,1588,30.6,39,0,NOT
L50808,L,29.05,38.25,1609,32.1,41,0,NOT
L50809,L,28.95,38.15,1415,44.1,43,0,NOT
L50810,L,28.85,38.05,1845,27.3,45,0,NOT
M18491,M,28.95,38.25,1419,36.2,47,0,NOT
L50812,L,28.95,38.15,1634,30.6,50,0,NOT
M18493,M,29.05,38.15,1521,40.6,52,0,NOT
L50814,L,29.05,38.25,1499,37.7,55,0,NOT
M18495,M,28.95,38.05,1616,35.1,57,0,NOT
L50816,L,29.05,38.25,1449,46.5,60,0,NOT
M18497,M,29.05,38.25,1626,31.6,62,0,NOT
M18498,M,29.15,38.35,1445,44.8,65,0,NOT
L50819,L,29.25,38.45,1622,35,68,0,NOT
H33054,H,29.25,38.45,1544,39.1,70,0,NOT
L50821,L,29.15,38.45,1488,41.8,75,0,NOT
L50822,L,29.15,38.45,1309,57.6,77,0,NOT
L50823,L,29.15,38.45,1784,26.4,79,0,NOT
L50824,L,29.05,38.35,1548,32.4,81,0,NOT
L50825,L,29.05,38.35,1413,43.5,83,0,NOT
M18506,M,29.05,38.35,1863,25.7,85,0,NOT
L50827,L,29.05,38.35,1427,43.8,88,0,NOT
M18508,M,29.05,38.35,1443,47,90,0,NOT
L50829,L,29.05,38.35,1481,40.4,93,0,NOT
L50830,L,28.95,38.25,1446,39.7,95,0,NOT
L50831,L,28.95,38.35,1444,44.9,97,0,NOT
M18512,M,28.95,38.35,1341,50.8,99,0,NOT
L50833,L,28.95,38.25,1518,37.4,102,0,NOT
L50834,L,28.95,38.25,1603,35.9,104,0,NOT
L50835,L,28.95,38.25,1686,30.9,106,0,NOT
M18516,M,28.95,38.35,1383,53.6,108,0,NOT
L50837,L,28.95,38.35,1477,45.4,111,0,NOT
M18518,M,29.05,38.35,1449,44.5,113,0,NOT
M18519,M,29.05,38.35,1734,25,116,0,NOT
L50840,L,29.15,38.45,1398,49.1,119,0,NOT
M18521,M,29.15,38.55,1639,36.6,121,0,NOT
M18522,M,29.15,38.55,1517,37.6,124,0,NOT
M18523,M,29.15,38.55,1442,41.7,127,0,NOT
M18524,M,29.15,38.55,1685,30.8,130,0,NOT
M18525,M,29.25,38.65,1358,50.6,133,0,NOT
M18526,M,29.15,38.45,1608,39.9,136,0,NOT
L50847,L,29.15,38.45,1665,34.3,139,0,NOT
L50848,L,29.15,38.55,1510,38.7,141,0,NOT
L50849,L,29.25,38.65,1465,40.2,143,0,NOT
L50850,L,29.15,38.55,1701,27.5,145,0,NOT
M18531,M,29.15,38.55,1486,39.6,147,0,NOT
L50852,L,29.15,38.45,1658,32.3,150,0,NOT
H33087,H,29.15,38.55,1449,44.5,152,0,NOT
L50854,L,29.05,38.35,1346,52.4,157,0,NOT
M18535,M,28.95,38.35,1866,23.1,159,0,NOT
M18536,M,29.05,38.35,1562,38,162,0,NOT
M18537,M,29.15,38.55,1368,53.6,165,0,NOT
L50858,L,29.05,38.35,1567,33.1,168,0,NOT
L50859,L,29.05,38.35,1725,34,170,0,NOT
L50860,L,29.05,38.35,1744,31.2,172,0,NOT
M18541,M,28.95,38.15,1453,45.1,174,0,NOT
L50862,L,28.95,38.05,1550,34.8,177,0,NOT
M18543,M,28.85,38.05,1558,39.1,179,0,NOT
L50864,L,28.85,38.05,1270,65.3,182,1,OSF
M18545,M,28.75,37.95,1380,51.6,184,0,NOT
L50866,L,28.85,37.95,1406,50.5,187,0,NOT
M18547,M,28.85,38.05,1625,30.7,189,0,NOT
L50868,L,28.85,38.05,1420,45.8,192,0,NOT
L50869,L,28.95,38.25,1889,22.7,194,0,NOT
L50870,L,28.95,38.15,1477,43.6,196,0,NOT
L50871,L,28.95,38.05,1460,46.9,198,0,NOT
L50872,L,28.95,38.15,1758,24.4,200,0,NOT
L50873,L,28.95,38.15,1521,31.5,202,0,NOT
M18554,M,28.95,38.15,1511,45,204,0,NOT
L50875,L,29.05,38.15,1530,37.3,207,1,TWF
L50876,L,28.95,38.05,1454,46.8,0,0,NOT
L50877,L,29.05,38.05,1928,23.1,2,0,NOT
H33112,H,29.05,38.15,1758,26.4,4,0,NOT
L50879,L,29.05,38.05,1649,33.2,9,0,NOT
L50880,L,28.95,38.05,1447,50.3,11,0,NOT
L50881,L,28.95,38.05,1417,48,13,0,NOT
L50882,L,28.85,38.05,1434,44.9,15,0,NOT
M18563,M,28.85,38.05,1418,49.5,17,0,NOT
M18564,M,28.85,38.05,1400,49.5,20,0,NOT
M18565,M,28.85,38.15,1725,27.7,23,0,NOT
L50886,L,28.85,38.15,1567,41.1,26,0,NOT
M18567,M,28.95,38.15,1497,38.4,28,0,NOT
L50888,L,28.95,38.25,1549,44.6,31,0,NOT
L50889,L,29.05,38.25,1754,26.9,33,0,NOT
L50890,L,29.05,38.35,1489,38.3,35,0,NOT
L50891,L,29.05,38.35,1543,38.5,37,0,NOT
L50892,L,29.15,38.35,1543,33.1,39,0,NOT
L50893,L,29.15,38.35,1565,35.6,41,0,NOT
M18574,M,29.15,38.25,1855,23.9,43,0,NOT
M18575,M,29.25,38.25,1475,45.2,46,0,NOT
L50896,L,29.15,38.25,1609,32.3,49,0,NOT
H33131,H,29.15,38.25,1443,44.1,51,0,NOT
L50898,L,29.25,38.25,1450,44.1,56,0,NOT
L50899,L,29.25,38.35,1590,39.9,58,0,NOT
M18580,M,29.25,38.25,1508,41.2,60,0,NOT
M18581,M,29.05,38.05,1544,43.6,63,0,NOT
L50902,L,29.05,38.05,1451,41.8,66,0,NOT
L50903,L,29.15,38.05,1758,24.4,68,0,NOT
M18584,M,29.15,38.05,1507,47.7,70,0,NOT
H33139,H,29.15,37.95,1543,37.5,73,0,NOT
M18586,M,29.15,38.05,1505,36.7,78,0,NOT
L50907,L,29.15,38.05,1786,24.3,81,0,NOT
L50908,L,29.15,38.15,1457,44.5,83,0,NOT
M18589,M,29.25,38.15,1312,61.5,85,0,NOT
M18590,M,29.15,38.05,1405,47.7,88,0,NOT
M18591,M,29.05,38.05,1377,43,91,0,NOT
M18592,M,29.05,38.05,1347,49.8,94,0,NOT
L50913,L,29.05,37.95,1470,39.6,97,0,NOT
M18594,M,29.05,38.05,1873,24,99,0,NOT
M18595,M,29.05,37.95,1434,58.6,102,0,NOT
H33150,H,29.05,37.95,1628,30.6,105,0,NOT
L50917,L,29.05,37.95,1351,48.6,110,0,NOT
M18598,M,29.15,38.05,1454,43.8,112,0,NOT
M18599,M,29.05,38.05,1663,29.6,115,0,NOT
L50920,L,29.15,38.05,1401,49.7,118,0,NOT
L50921,L,29.25,38.15,1503,38.2,120,0,NOT
L50922,L,29.25,38.25,1564,35,122,0,NOT
L50923,L,29.35,38.25,1759,24.6,124,0,NOT
L50924,L,29.35,38.25,1409,53.1,126,0,NOT
L50925,L,29.45,38.25,1738,25.8,128,0,NOT
H33160,H,29.35,38.15,1393,47.5,130,0,NOT
L50927,L,29.35,37.95,1499,38.8,135,0,NOT
L50928,L,29.35,37.95,1493,39,137,0,NOT
L50929,L,29.25,37.95,1652,33.9,139,0,NOT
L50930,L,29.15,37.95,1589,29.9,141,0,NOT
L50931,L,29.25,37.95,1520,42.2,143,0,NOT
H33166,H,29.15,37.95,1455,40.3,145,0,NOT
L50933,L,29.05,37.85,1463,46.8,150,0,NOT
L50934,L,29.15,37.85,1442,43.7,152,0,NOT
L50935,L,29.15,37.85,1329,51.5,154,0,NOT
L50936,L,29.15,37.95,1546,33.1,156,0,NOT
M18617,M,29.05,37.95,1516,33.7,158,0,NOT
M18618,M,29.05,37.85,1476,47.4,161,0,NOT
L50939,L,29.15,37.85,1412,47,164,0,NOT
L50940,L,29.15,37.75,1377,46.8,166,1,HDF
M18621,M,29.25,37.85,1490,37.1,168,0,NOT
M18622,M,29.15,37.85,1526,37.7,171,0,NOT
L50943,L,29.15,37.85,1428,47.9,174,0,NOT
L50944,L,29.25,37.85,1329,54.6,176,0,NOT
M18625,M,29.25,37.95,1443,51.8,178,0,NOT
L50946,L,29.15,37.95,1373,53,181,0,NOT
L50947,L,29.15,37.95,1630,35.6,183,0,NOT
L50948,L,29.05,37.85,1555,34.2,185,0,NOT
M18629,M,29.05,37.85,1436,47,187,0,NOT
L50950,L,29.15,37.85,1609,31,190,0,NOT
M18631,M,29.15,37.85,1384,49.7,192,0,NOT
L50952,L,29.25,37.95,1448,44.8,195,0,NOT
M18633,M,29.25,37.95,1887,22.4,197,0,NOT
M18634,M,29.25,37.95,1480,45.7,200,0,NOT
H33189,H,29.35,37.95,1850,23.3,203,0,NOT
L50956,L,29.35,37.95,1538,36.8,208,0,NOT
M18637,M,29.25,37.95,1721,30.1,210,0,NOT
M18638,M,29.25,37.95,1366,54.4,0,0,NOT
L50959,L,29.15,37.85,1657,31.1,3,0,NOT
L50960,L,29.25,37.95,1446,42.9,5,0,NOT
L50961,L,29.15,37.65,1465,43.8,7,0,NOT
L50962,L,29.05,37.65,1827,23.8,9,0,NOT
H33197,H,29.05,37.65,1397,47.6,11,0,NOT
L50964,L,29.05,37.65,1744,29.7,16,0,NOT
L50965,L,29.15,37.75,1545,36.7,18,0,NOT
L50966,L,29.15,37.75,1587,36.6,20,0,NOT
L50967,L,29.15,37.65,1377,47.3,22,1,HDF
L50968,L,29.15,37.65,1511,48.1,24,0,NOT
L50969,L,29.15,37.65,1650,32.4,26,0,NOT
L50970,L,29.15,37.75,1412,48.9,28,0,NOT
L50971,L,29.15,37.85,1528,43.1,30,0,NOT
L50972,L,29.15,37.75,1459,35,32,0,NOT
L50973,L,29.15,37.75,1379,49.3,34,1,HDF
M18654,M,29.05,37.65,1356,48.3,36,0,NOT
M18655,M,28.95,37.65,1409,41.3,39,0,NOT
M18656,M,28.95,37.65,1504,37.5,42,0,NOT
L50977,L,28.95,37.65,1622,36.8,45,0,NOT
L50978,L,28.95,37.65,1786,25.7,47,0,NOT
L50979,L,29.05,37.75,1506,34,49,0,NOT
M18660,M,28.95,37.75,1916,23.1,51,0,NOT
M18661,M,29.05,37.75,1771,27.6,54,0,NOT
M18662,M,29.05,37.75,1488,44.2,57,0,NOT
L50983,L,29.05,37.75,1531,37.5,60,0,NOT
L50984,L,29.15,37.75,1529,33.4,62,0,NOT
M18665,M,29.25,37.85,1580,36.5,64,0,NOT
M18666,M,29.15,37.75,1360,44,67,1,HDF
M18667,M,29.15,37.85,1546,35.5,70,0,NOT
M18668,M,29.15,37.75,1762,24.5,73,0,NOT
L50989,L,29.05,37.65,1350,56.6,76,0,NOT
M18670,M,29.05,37.65,1562,38.1,78,0,NOT
M18671,M,28.95,37.55,1608,30.3,81,0,NOT
L50992,L,28.85,37.45,1392,50,84,0,NOT
L50993,L,28.85,37.45,1467,44.9,86,0,NOT
M18674,M,28.95,37.45,1326,59.1,88,1,HDF
L50995,L,29.05,37.55,1769,24.9,91,0,NOT
L50996,L,28.95,37.45,1459,47.6,93,0,NOT
M18677,M,28.95,37.45,1421,52,95,0,NOT
L50998,L,28.95,37.55,1491,42.8,98,0,NOT
L50999,L,29.05,37.55,1567,36.4,100,0,NOT
L51000,L,29.15,37.65,1421,41.4,102,0,NOT
L51001,L,29.15,37.75,1596,33.5,104,0,NOT
M18682,M,29.25,37.85,1464,44.2,106,0,NOT
M18683,M,29.15,37.75,1581,36.1,109,0,NOT
L51004,L,29.15,37.75,1620,30.3,112,0,NOT
H33239,H,29.05,37.55,1413,48.9,114,0,NOT
H33240,H,29.15,37.65,1438,43.8,119,0,NOT
M18687,M,29.25,37.75,1469,41.6,124,0,NOT
M18688,M,29.15,37.65,1762,27.8,127,0,NOT
H33243,H,29.15,37.75,1366,48.4,130,1,HDF
L51010,L,29.15,37.75,1891,22.7,135,0,NOT
M18691,M,29.15,37.75,1742,29.7,137,0,NOT
M18692,M,29.05,37.75,1465,43.5,140,0,NOT
M18693,M,29.15,37.85,1541,36.6,143,0,NOT
M18694,M,29.15,37.95,1295,57.1,146,0,NOT
M18695,M,29.15,37.95,1435,43.1,149,0,NOT
L51016,L,29.25,38.05,1466,43.9,152,0,NOT
L51017,L,29.25,38.05,1450,47.9,154,0,NOT
L51018,L,29.25,37.95,1880,24.5,156,0,NOT
M18699,M,29.15,37.85,1578,33.5,158,0,NOT
L51020,L,29.25,37.85,1610,33.1,161,0,NOT
L51021,L,29.25,37.95,1565,42.8,163,0,NOT
L51022,L,29.35,38.05,1545,40.1,165,0,NOT
L51023,L,29.35,38.05,1227,60.1,167,0,NOT
L51024,L,29.25,37.95,1484,45.9,169,0,NOT
L51025,L,29.15,37.85,1591,32.7,171,0,NOT
L51026,L,29.15,37.75,1403,47.2,173,0,NOT
M18707,M,29.15,37.85,1450,45.7,175,0,NOT
L51028,L,29.15,37.75,1720,28.1,178,0,NOT
L51029,L,29.15,37.85,1561,37.2,180,0,NOT
M18710,M,29.15,37.85,1421,41.3,182,0,NOT
H33265,H,29.05,37.75,1415,48.4,185,0,NOT
L51032,L,29.15,37.75,2034,19.7,190,0,NOT
L51033,L,29.25,37.85,1486,40.4,192,0,NOT
H33269,H,29.25,37.95,1578,32.3,196,0,NOT
M18716,M,29.25,38.05,1330,58.6,201,0,NOT
H33271,H,29.25,38.05,1506,40.8,204,0,NOT
L51038,L,29.35,38.25,1559,37.6,209,0,NOT
L51039,L,29.45,38.35,1599,37,211,0,NOT
L51040,L,29.45,38.35,1427,38.9,213,0,NOT
M18721,M,29.35,38.35,1481,41.1,215,0,NOT
H33276,H,29.35,38.35,1496,43.8,218,0,NOT
L51043,L,29.35,38.25,1674,27,223,0,NOT
M18724,M,29.35,38.25,1629,31.7,225,0,NOT
H33279,H,29.45,38.35,1629,34.4,228,1,TWF
L51046,L,29.45,38.45,1311,53.2,0,0,NOT
M18727,M,29.55,38.45,2709,9.7,2,1,PWF
M18728,M,29.55,38.55,1759,29.9,5,0,NOT
L51049,L,29.55,38.55,1480,45.2,8,0,NOT
L51050,L,29.55,38.65,1461,46.1,10,0,NOT
M18731,M,29.55,38.65,1728,30,12,0,NOT
L51052,L,29.55,38.75,1389,46.5,15,0,NOT
L51053,L,29.45,38.65,1638,35.1,17,0,NOT
L51054,L,29.45,38.55,1254,54.1,19,0,NOT
L51055,L,29.45,38.65,1427,50.1,21,0,NOT
L51056,L,29.45,38.65,1627,31.8,23,0,NOT
H33291,H,29.45,38.55,1471,48.3,25,0,NOT
L51058,L,29.45,38.55,1773,27.1,30,0,NOT
M18739,M,29.45,38.55,1430,51.7,32,0,NOT
L51060,L,29.35,38.45,1595,29.5,35,0,NOT
L51061,L,29.35,38.35,1521,44.1,37,0,NOT
L51062,L,29.35,38.45,1419,43.7,39,0,NOT
M18743,M,29.25,38.25,1534,40.1,41,0,NOT
H33298,H,29.35,38.35,1626,36,44,0,NOT
L51065,L,29.35,38.35,1677,29.2,49,0,NOT
L51066,L,29.25,38.15,1392,50.5,51,0,NOT
L51067,L,29.25,38.05,1448,50.5,53,0,NOT
L51068,L,29.15,38.05,1903,22.9,55,0,NOT
L51069,L,29.25,38.05,1404,52,57,0,NOT
L51070,L,29.15,38.05,1386,53.5,59,0,NOT
L51071,L,29.05,37.95,1418,47,61,0,NOT
M18752,M,29.15,37.95,1338,53.3,63,0,NOT
L51073,L,29.15,38.05,1549,40.6,66,0,NOT
M18754,M,29.15,38.05,1432,42.7,68,0,NOT
M18755,M,29.15,38.05,1546,40,71,0,NOT
M18756,M,29.05,38.05,1627,33.2,74,0,NOT
M18757,M,29.05,37.95,1640,32.8,77,0,NOT
M18758,M,28.95,37.95,1423,36.8,80,0,NOT
M18759,M,28.95,37.85,1711,28.7,83,0,NOT
M18760,M,28.95,37.95,1450,51.6,86,0,NOT
H33315,H,29.05,37.95,1553,34.1,89,0,NOT
L51082,L,29.05,37.95,1630,34.6,94,0,NOT
H33317,H,29.05,37.95,1476,39.6,96,0,NOT
H33318,H,29.05,37.95,1426,50.6,101,0,NOT
M18765,M,29.05,38.05,1561,34.9,106,0,NOT
L51086,L,29.15,38.05,1297,62.5,109,0,NOT
M18767,M,29.15,38.05,1842,23.9,111,0,NOT
L51088,L,29.15,38.05,1633,36.4,114,0,NOT
H33323,H,29.15,38.15,1744,30.3,116,0,NOT
L51090,L,29.25,38.25,1831,26.9,121,0,NOT
M18771,M,29.15,38.15,1339,50.8,123,0,NOT
L51092,L,29.25,38.25,1475,40.4,126,0,NOT
M18773,M,29.25,38.25,1675,29.6,128,0,NOT
L51094,L,29.35,38.35,1493,35.1,131,0,NOT
L51095,L,29.35,38.35,1700,29.5,133,0,NOT
L51096,L,29.45,38.45,1453,37,135,0,NOT
L51097,L,29.45,38.55,1542,34.1,137,0,NOT
M18778,M,29.35,38.35,1358,52.7,139,0,NOT
H33333,H,29.35,38.35,1655,32.3,142,0,NOT
L51100,L,29.45,38.35,1885,27.5,147,0,NOT
L51101,L,29.55,38.35,1494,41.4,149,0,NOT
M18782,M,29.45,38.25,1757,29.5,151,0,NOT
M18783,M,29.45,38.25,1718,31.2,154,0,NOT
M18784,M,29.35,38.25,1636,35,157,0,NOT
L51105,L,29.45,38.45,1638,29.6,160,0,NOT
L51106,L,29.45,38.35,1609,36,162,0,NOT
H33341,H,29.55,38.35,1556,35,164,0,NOT
L51108,L,29.45,38.35,1442,59.8,169,1,PWF
M18789,M,29.55,38.45,1501,38.8,171,0,NOT
M18790,M,29.45,38.45,2041,19.2,174,0,NOT
M18791,M,29.55,38.55,1784,25.1,177,0,NOT
L51112,L,29.45,38.45,1953,22.4,180,0,NOT
L51113,L,29.45,38.45,1576,34.7,182,0,NOT
M18794,M,29.45,38.45,1518,39,184,0,NOT
M18795,M,29.45,38.45,1227,68.2,187,1,OSF
L51116,L,29.35,38.35,1985,18.8,190,0,NOT
L51117,L,29.35,38.35,1802,26.4,192,0,NOT
L51118,L,29.35,38.35,1603,32.4,194,0,NOT
L51119,L,29.35,38.45,1400,54,196,0,NOT
L51120,L,29.15,38.35,1395,54.2,198,0,NOT
L51121,L,29.05,38.25,1987,19.9,200,0,NOT
M18802,M,29.05,38.25,1398,47.2,202,0,NOT
L51124,L,29.05,38.05,1381,49.4,207,0,NOT
L51125,L,29.05,38.15,1570,36.1,0,0,NOT
M18806,M,29.05,38.15,1658,31,2,0,NOT
H33361,H,29.05,38.15,1749,29.2,5,0,NOT
M18808,M,29.05,38.15,1510,37.1,10,0,NOT
L51129,L,29.15,38.35,1384,50.8,13,0,NOT
L51130,L,29.15,38.25,1570,37.2,15,0,NOT
M18811,M,29.15,38.25,1571,32.7,17,0,NOT
L51132,L,29.15,38.25,1476,37.3,20,0,NOT
M18813,M,29.15,38.25,1484,39.5,22,0,NOT
M18814,M,29.15,38.25,1909,23.2,25,0,NOT
L51135,L,29.15,38.35,1448,49.6,28,0,NOT
M18816,M,29.15,38.25,1500,40.2,30,0,NOT
L51137,L,29.05,38.25,1510,44.9,33,0,NOT
L51138,L,29.05,38.15,1378,55.5,35,0,NOT
M18819,M,29.05,38.25,1538,37.4,37,0,NOT
L51140,L,29.05,38.25,1390,48.1,40,0,NOT
M18821,M,29.05,38.25,1642,32.1,42,0,NOT
L51142,L,29.25,38.35,1785,24.8,45,0,NOT
H33377,H,29.15,38.35,1526,38.2,47,0,NOT
M18824,M,29.15,38.45,1668,33.2,52,0,NOT
L51145,L,29.15,38.35,1507,37.5,55,0,NOT
